ID,genome1,genome2,species1,species2,taxonomic_group,timetree_div,raw,k2p,k3p,jc,intersection_km2
5740,GCF_036417845.1,GCA_003342965.1,Apteryx mantelli,Apteryx owenii,Aves,13.43223,0.008147428,0.005878644,0.005684168,0.008192004,0.0
5745,GCF_020740795.1,GCA_045787225.1,Apus apus,Apus caffer,Aves,3.03582,0.008195006,0.004998795,0.00471341,0.008240107,69047.3277974616
5746,GCF_020740795.1,GCA_045782545.1,Apus apus,Apus affinis,Aves,3.03582,0.01593549,0.009746717,0.009180686,0.01610722,1326310.39652468
5773,GCA_010014725.2,GCA_026284625.1,Ara chloropterus,Ara ambiguus,Aves,3.61441,1.69e-06,9.4e-07,8.73e-07,1.69e-06,46576.3600809627
5785,GCA_024363045.1,GCA_026284485.1,Aratinga maculata,Aratinga jandaya,Aves,1.29056,0.006703403,0.004421087,0.004210821,0.006733539,0.0
5787,GCA_024363045.1,GCA_026284685.1,Aratinga maculata,Aratinga auricapillus,Aves,1.29056,0.000183972,0.000119695,0.000114341,0.000183995,0.0
5791,GCA_035583995.1,GCA_035583215.1,Arremon aurantiirostris,Arremon brunneinucha,Aves,6.942525,0.020969519,0.01297962,0.012248035,0.021268247,54148.6687760886
5792,GCA_029042245.1,GCA_042478095.1,Aythya marila,Aythya ferina,Aves,3.18423,0.00802605,0.005250339,0.005011165,0.008069303,1209686.20007311
5793,GCA_029042245.1,GCF_009819795.1,Aythya marila,Aythya fuligula,Aves,2.37746,0.004564023,0.002902968,0.002773313,0.004577967,5546710.30444574
5798,GCA_041731235.1,GCA_034782575.1,Brotogeris cyanoptera,Brotogeris tirica,Aves,6.3826,0.000229483,0.000152534,0.000145804,0.000229519,0.0
5815,GCA_040967635.1,GCA_041108845.1,Brotogeris sanctithomae,Brotogeris chiriri,Aves,3.27362,1.16e-07,7.24e-08,6.84e-08,1.16e-07,32474.6710825944
5819,GCA_965212795.1,GCA_010303855.1,Bubo scandiacus,Bubo bubo,Aves,31.15372,0.00828048,0.005310179,0.005049894,0.00832653,84097.5988714956
5820,GCA_965212795.1,GCA_044758155.1,Bubo scandiacus,Bubo virginianus,Aves,31.15372,0.000343214,0.00021477,0.000203888,0.000343292,56891.7019847096
5821,GCA_009769605.1,GCA_042477495.1,Bucorvus abyssinicus,Bucorvus leadbeateri,Aves,12.91,0.004693026,0.002855749,0.00271918,0.00470777,23276.3814206257
5847,GCA_026930665.1,GCA_026937345.1,Buteo albigula,Buteo jamaicensis,Aves,3.1,0.002874821,0.001844534,0.001756351,0.002880345,0.0
5861,GCA_025435075.1,GCA_027564555.1,Buteo lineatus,Buteo swainsoni,Aves,4.88,0.000664212,0.000440873,0.000421511,0.000664506,59427.8368375444
5868,GCA_047291935.1,GCA_047291975.1,Bycanistes brevis,Bycanistes subcylindricus,Aves,5.16,0.000118734,8.36e-05,8.05e-05,0.000118743,2152.23579581895
5878,GCA_031762475.1,GCA_025448155.1,Cacatua sulphurea,Cacatua ducorpsii,Aves,9.37409,0.002802399,0.00189932,0.001819381,0.002807647,
5894,GCA_030265285.1,GCA_046039615.1,Cacatua sanguinea,Cacatua haematuropygia,Aves,5.51382,1.99e-05,1.26e-05,1.19e-05,1.99e-05,0.0
5897,GCA_039654755.1,GCA_013397715.1,Calcarius lapponicus,Calcarius ornatus,Aves,3.09697,0.017072169,0.010303,0.009705077,0.017269475,0.0
5923,GCA_033628465.1,GCA_045783535.1,Calidris alpina,Calidris maritima,Aves,17.08872,0.010577004,0.007007865,0.006691336,0.010652295,833926.477526275
5937,GCA_045787265.1,GCA_045783555.1,Calidris fuscicollis,Calidris subruficollis,Aves,20.1,0.01337602,0.00878554,0.008373759,0.013496737,490240.945544434
5943,GCF_009819885.2,GCA_013398975.1,Catharus ustulatus,Catharus fuscescens,Aves,4.73,0.013003089,0.008370662,0.007962135,0.013117129,48744.9220799322
5944,GCF_009819885.2,GCA_021437185.1,Catharus ustulatus,Catharus minimus,Aves,4.73,0.009954412,0.006463233,0.006159015,0.010021063,3220.51455018105
5949,GCA_005890655.1,GCF_019232065.1,Centrocercus minimus,Centrocercus urophasianus,Aves,1.44118,0.006070221,0.002006417,0.001890111,0.006094919,9676.39806092295
5950,GCA_013400355.1,GCA_013398575.1,Certhia brachydactyla,Certhia familiaris,Aves,3.00881,0.009316789,0.005523546,0.005184905,0.009375141,1381067.55838861
5952,GCA_027564115.1,GCA_027560035.1,Ceyx argentatus,Ceyx erithaca,Aves,4.37085,0.004717863,0.002803645,0.002634485,0.004732764,0.0
5959,GCA_027560035.1,GCA_013401355.1,Ceyx erithaca,Ceyx cyanopectus,Aves,4.37085,0.002296244,0.001369693,0.001288043,0.002299766,0.0
5961,GCF_000708025.1,GCA_033628625.1,Charadrius vociferus,Charadrius hiaticula,Aves,15.97054,0.016537059,0.01051139,0.009954571,0.0167221,0.0
5962,GCA_027560015.1,GCA_027560095.1,Chloroceryle amazona,Chloroceryle inda,Aves,8.09066,0.010561322,0.006291368,0.005899495,0.010636388,8482455.47415266
5963,GCA_027560015.1,GCA_013399075.1,Chloroceryle amazona,Chloroceryle aenea,Aves,8.09066,0.013359087,0.007887501,0.007383905,0.013479496,8973412.48715153
5965,GCA_035048045.1,GCA_035047885.1,Chlorospingus semifuscus,Chlorospingus flavigularis,Aves,6.17763,0.014344334,0.009138807,0.008665754,0.014483282,22223.7157480146
5966,GCF_963924245.1,GCA_013397655.1,Chroicocephalus ridibundus,Chroicocephalus maculipennis,Aves,1.2,0.003687679,0.002393543,0.002281406,0.003696774,
5967,GCF_963924245.1,GCA_045788085.1,Chroicocephalus ridibundus,Chroicocephalus genei,Aves,2.63539,0.006650124,0.004404852,0.004210059,0.006679782,
5969,GCA_037305975.1,GCA_036784685.1,Chrysolophus pictus,Chrysolophus amherstiae,Aves,2.052445,0.008547277,0.005846352,0.005622983,0.008596354,146657.135806387
5970,GCF_034638445.1,GCA_030584885.1,Ciconia boyciana,Ciconia ciconia,Aves,3.85335,0.002892796,0.001856668,0.00176843,0.002898389,0.0
5971,GCF_034638445.1,GCA_027574825.1,Ciconia boyciana,Ciconia nigra,Aves,8.37548,0.013885909,0.008956997,0.008504667,0.014016064,456990.00184188
5988,GCA_045785005.1,GCA_027580095.1,Circus cyaneus,Circus hudsonius,Aves,1.3,0.002190354,0.001301961,0.001227738,0.002193559,0.0
6002,GCA_027580095.1,GCA_032274325.1,Circus hudsonius,Circus macrosceles,Aves,6.6,6.34e-07,3.75e-07,3.53e-07,6.34e-07,0.0
6006,GCF_036013475.1,GCA_965250375.1,Columba livia,Columba palumbus,Aves,15.0,0.01564212,0.010170327,0.009669456,0.015807541,4879932.86583109
6007,GCA_965250375.1,GCA_032206185.1,Columba palumbus,Columba guinea,Aves,15.0,0.014337373,0.00927845,0.00881665,0.014476186,0.0
6018,GCF_017639235.1,GCA_014363025.1,Corvus kubaryi,Corvus macrorhynchos,Aves,2.13,0.002011732,0.001318633,0.001260597,0.002014434,0.0
6020,GCF_017639235.1,GCA_045782155.1,Corvus kubaryi,Corvus corax,Aves,7.51917,0.002055013,0.001367913,0.001308288,0.002057833,0.0
6024,GCA_024611155.1,GCA_027564255.1,Corythornis cristatus,Corythornis leucogaster,Aves,4.6742,0.002525952,0.001480515,0.001390052,0.002530215,2707358.74155993
6025,GCA_027576695.1,GCA_027576295.1,Cossypha archeri,Cossypha polioptera,Aves,4.11,0.000327075,0.000197978,0.00018629,0.000327146,
6026,GCA_027576695.1,GCA_027575645.1,Cossypha archeri,Cossypha caffra,Aves,2.71,0.000219866,0.000134211,0.000126435,0.000219898,
6029,GCA_019593555.1,GCA_036346035.1,Crossoptilon mantchuricum,Crossoptilon crossoptilon,Aves,3.20842,0.006254048,0.004253861,0.004086602,0.006280269,0.0
6030,GCA_045784985.1,GCA_045787085.1,Curruca cantillans,Curruca ruppeli,Aves,4.395455,0.008559621,0.005401863,0.005129993,0.00860884,107035.333882954
6031,GCA_045784985.1,GCA_045784925.1,Curruca cantillans,Curruca communis,Aves,4.37495,0.00761167,0.004800948,0.004554564,0.007650558,816366.02961856
6033,GCA_046129655.1,GCA_026167965.1,Cyanocitta cristata,Cyanocitta stelleri,Aves,8.130745,0.008098426,0.005119099,0.004860339,0.008142466,67902.6011740848
6034,GCA_025629965.1,GCA_040967585.1,Cyanoramphus novaezelandiae,Cyanoramphus saisseti,Aves,1.73618,0.000358228,0.000237212,0.000226878,0.000358313,
6036,GCF_009769625.2,GCA_014362685.1,Cygnus olor,Cygnus cygnus,Aves,14.72,0.007932571,0.005286899,0.00505946,0.00797482,1512458.03626057
6038,GCF_013377495.2,GCA_014362685.1,Cygnus atratus,Cygnus cygnus,Aves,14.72,0.007971007,0.005349248,0.005118265,0.008013667,0.0
6039,GCA_045783995.1,GCA_037837765.1,Delichon urbicum,Delichon dasypus,Aves,6.15845,0.006664775,0.004145033,0.003929847,0.006694564,233707.669753507
6040,GCA_013399195.1,GCA_041107855.1,Dicrurus megarhynchus,Dicrurus atripennis,Aves,11.25758,0.0146151,0.009336323,0.008850991,0.014759378,0.0
6041,GCA_019023105.1,GCA_035048125.1,Diglossa brunneiventris,Diglossa cyanea,Aves,7.82537,0.014872458,0.009140027,0.008639897,0.015021897,84189.8202630811
6042,GCA_024865655.1,GCA_013398835.1,Emberiza elegans,Emberiza fucata,Aves,9.911125,0.018476537,0.010978944,0.010305177,0.018707934,1835315.20906332
6043,GCA_024865655.1,GCA_045783115.1,Emberiza elegans,Emberiza calandra,Aves,9.911125,0.027721056,0.016410259,0.015385896,0.028246345,0.0
6048,GCF_003031625.1,GCA_023644505.1,Empidonax traillii,Empidonax alnorum,Aves,1.702575,0.009052658,0.005953672,0.00568327,0.009107736,1298207.92642494
6050,GCA_024363085.1,GCA_046245015.1,Eos semilarvata,Eos cyanogenia,Aves,1.46102,7.02e-07,4.77e-07,4.57e-07,7.02e-07,0.0
6052,GCA_010084205.1,GCA_010085365.1,Eudyptes chrysolophus,Eudyptes filholi,Aves,1.8,0.00416135,0.002841031,0.00273051,0.004172938,
6053,GCA_010084205.1,GCA_010080425.1,Eudyptes chrysolophus,Eudyptes schlegeli,Aves,1.4,0.001914866,0.001295074,0.001244839,0.001917315,0.0
6060,GCA_011317185.2,GCA_026284725.1,Eupsittula pertinax,Eupsittula canicularis,Aves,6.70383,0.000255583,0.000174625,0.00016752,0.000255627,0.0
6067,GCA_026284725.1,GCA_026283745.1,Eupsittula canicularis,Eupsittula aurea,Aves,5.93849,0.000132307,9.2e-05,8.84e-05,0.000132319,0.0
6226,GCA_024430995.1,GCA_035590425.1,Falco tinnunculus,Falco rupicolus,Aves,1.66,0.002006742,0.001252477,0.001188135,0.002009432,
6411,GCA_045787805.1,GCA_032274425.1,Falco eleonorae,Falco moluccensis,Aves,6.28968,0.00161221,0.001017824,0.0009659,0.001613945,0.0
6420,GCF_000247815.1,GCA_045784345.1,Ficedula albicollis,Ficedula hypoleuca,Aves,1.85,0.003981581,0.002391835,0.00225451,0.003992187,1675844.53494845
6421,GCF_000247815.1,GCA_040366035.1,Ficedula albicollis,Ficedula hyperythra,Aves,27.61082571,0.007752942,0.004732863,0.004463419,0.007793292,0.0
6435,GCA_032466535.1,GCA_034782915.1,Forpus xanthops,Forpus coelestis,Aves,1.51908,5.87e-08,3.59e-08,3.45e-08,5.87e-08,0.0
6451,GCA_032353375.1,GCA_032466695.1,Forpus cyanopygius,Forpus crassirostris,Aves,4.907215,3.41e-07,2.1e-07,1.99e-07,3.41e-07,
6454,GCA_947846985.1,GCA_014363165.1,Fratercula arctica,Fratercula cirrhata,Aves,5.75,0.003454358,0.002371896,0.002278959,0.003462338,0.0
6455,GCA_013397465.1,GCA_041053205.1,Furnarius figulus,Furnarius rufus,Aves,6.260255,0.019108946,0.012142403,0.011494975,0.019356596,997466.344118725
6456,GCA_027564015.1,GCA_025630025.2,Gallinago gallinago,Gallinago media,Aves,17.97304,0.000485061,0.000299044,0.000282559,0.000485218,7610470.85920576
6457,GCA_027564015.1,GCA_027564225.1,Gallinago gallinago,Gallinago stenura,Aves,17.97304,0.005701682,0.003563962,0.003373742,0.005723465,8244611.21331224
6459,GCF_030936135.1,GCA_045787185.1,Gavia stellata,Gavia adamsii,Aves,21.2636,0.020540911,0.012823548,0.01209518,0.02082744,3664835.08438549
6460,GCF_030936135.1,GCA_045838375.1,Gavia stellata,Gavia immer,Aves,21.2636,0.006716255,0.004293477,0.004072923,0.006746508,2973815.41588273
6473,GCA_027560215.1,GCA_024499975.1,Halcyon smyrnensis,Halcyon malimbica,Aves,7.49973,0.011068031,0.006787691,0.006396976,0.011150511,0.0
6480,GCA_024499975.1,GCA_013397595.1,Halcyon malimbica,Halcyon senegalensis,Aves,2.81103,0.007274532,0.004481085,0.004231439,0.007310041,4774437.81187319
6482,GCF_947461875.1,GCF_000737465.1,Haliaeetus albicilla,Haliaeetus leucocephalus,Aves,5.9922,0.001868556,0.001175621,0.001120252,0.001870887,0.0
6483,GCA_027925045.1,GCA_046605145.1,Hypotaenidia okinawae,Hypotaenidia owstoni,Aves,4.93682,0.01082797,0.006604075,0.006235555,0.010906894,
6484,GCA_027559835.1,GCA_033439845.1,Ispidina lecontei,Ispidina picta,Aves,4.5141,0.003157462,0.001875581,0.001762253,0.003164127,2195900.77521008
6486,GCA_020086605.1,GCA_013397235.1,Lanius collurio,Lanius ludovicianus,Aves,24.116452,0.01467653,0.008945879,0.008429486,0.014822032,0.0
6487,GCA_020086605.1,GCA_045782365.1,Lanius collurio,Lanius minor,Aves,9.59,0.012131278,0.007401294,0.006977858,0.012230461,5645168.20636126
6489,GCA_964417175.1,GCA_964199755.1,Larus argentatus,Larus michahellis,Aves,0.01664,0.002087682,0.001356703,0.001295129,0.002090593,14050.9248114539
6490,GCA_029890015.1,GCA_026212995.1,Leucopternis lacernulatus,Leucopternis kuhli,Aves,11.5,2.44e-06,1.56e-06,1.48e-06,2.44e-06,
6493,GCA_030408155.1,GCA_021292215.1,Lophura swinhoii,Lophura nycthemera,Aves,6.49326,0.017303556,0.011055399,0.010594174,0.017506289,0.0
6495,GCA_046563285.1,GCA_043110175.1,Loriculus galgulus,Loriculus vernalis,Aves,1.98684,1.03e-05,6.22e-06,5.85e-06,1.03e-05,4760.10345535872
6504,GCA_025629885.1,GCA_025629905.1,Lorius chlorocercus,Lorius lory,Aves,2.63516,0.000507656,0.000354079,0.000340617,0.000507828,0.0
6505,GCA_025629885.1,GCA_010014925.2,Lorius chlorocercus,Lorius garrulus,Aves,2.83178,0.000366722,0.00025632,0.000246764,0.000366812,0.0
6510,GCA_013398455.1,GCA_035046945.1,Loxia curvirostra,Loxia leucoptera,Aves,1.922505,0.006113833,0.003563148,0.003345318,0.006138889,11116163.3649336
6513,GCA_034336685.1,GCA_034336665.1,Luscinia luscinia,Luscinia megarhynchos,Aves,3.24814,0.011672186,0.00666225,0.00628465,0.011763966,330037.565404495
6514,GCA_034336685.1,GCA_045788495.1,Luscinia luscinia,Luscinia svecica,Aves,11.914015,0.010555252,0.006277436,0.005903031,0.010630232,5918068.5659421
6517,GCF_030028575.1,GCA_013397995.1,Malurus melanocephalus,Malurus elegans,Aves,6.3697,0.020017463,0.012239162,0.011544577,0.020289446,0.0
6524,GCA_013397995.1,GCA_037014315.1,Malurus elegans,Malurus leucopterus,Aves,6.3697,0.019258478,0.011784387,0.0111179,0.019510054,19345.8707277821
6526,GCF_001715985.3,GCF_025592945.1,Manacus vitellinus,Manacus candei,Aves,1.15196,0.006528157,0.00437194,0.004194051,0.006556734,294.524065597921
6528,GCA_035583915.1,GCA_036026335.1,Mareca strepera,Mareca penelope,Aves,5.45,0.008596307,0.005632836,0.005369643,0.008645951,6005132.18318928
6535,GCA_036026335.1,GCA_038382085.1,Mareca penelope,Mareca falcata,Aves,5.45,0.00563535,0.003643729,0.003468361,0.005656628,5881049.58370803
6537,GCA_024611175.1,GCA_024605025.1,Megaceryle torquata,Megaceryle maxima,Aves,5.09401,0.006320231,0.00387355,0.003654437,0.006347012,0.0
6538,GCA_024611175.1,GCA_028565255.1,Megaceryle torquata,Megaceryle alcyon,Aves,1.75618,0.002817106,0.001696257,0.001599012,0.00282241,0.0
6540,GCA_040967475.1,GCA_044758255.1,Megascops asio,Megascops albogularis,Aves,11.42803,0.006504716,0.004299362,0.004107199,0.006533087,0.0
6557,GCA_040967695.1,GCA_041108435.1,Megascops choliba,Megascops watsonii,Aves,11.42803,3.5e-06,2.25e-06,2.15e-06,3.5e-06,5637446.47309716
6561,GCF_026170545.1,GCA_011125475.1,Melanerpes formicivorus,Melanerpes aurifrons,Aves,10.77928,0.016799703,0.010541518,0.009973783,0.016990714,515473.950678161
6562,GCA_029620185.1,GCA_045783435.1,Melanitta fusca,Melanitta perspicillata,Aves,20.72546,0.003713827,0.002447731,0.002339847,0.003723053,0.0
6563,GCA_029620185.1,GCA_048321235.1,Melanitta fusca,Melanitta nigra,Aves,20.72546,0.009358872,0.006181281,0.005899152,0.009417755,2446338.59045211
6565,GCA_045782145.1,GCA_049176355.1,Mergus serrator,Mergus merganser,Aves,2.39763,0.005430507,0.003505646,0.003339174,0.005450262,15196920.7622587
6566,GCA_045783135.1,GCA_045787825.1,Merops apiaster,Merops persicus,Aves,8.29749,0.005865019,0.00363465,0.003439897,0.005888072,1866929.30333611
6567,GCA_034782655.1,GCA_034780635.1,Micrastur ruficollis,Micrastur mirandollei,Aves,7.85,2.56e-05,1.51e-05,1.42e-05,2.56e-05,5192566.52994614
6568,GCA_035590455.1,GCA_035590215.1,Microhierax latifrons,Microhierax caerulescens,Aves,2.86,0.004585002,0.002830867,0.002682912,0.004599074,0.0
6569,GCA_034783455.1,GCA_034782935.1,Micropsitta finschii,Micropsitta keiensis,Aves,3.56624,3.61e-07,1.63e-07,1.46e-07,3.61e-07,0.0
6575,GCA_035041425.1,GCA_013397495.1,Mionectes olivaceus,Mionectes macconnelli,Aves,9.03846639,0.017932639,0.012179699,0.011654343,0.018150505,0.0
6576,GCF_037042795.1,GCF_012460135.2,Molothrus aeneus,Molothrus ater,Aves,0.8782,0.006071718,0.003416463,0.003204242,0.006096428,1224505.81811323
6577,GCA_031468815.1,GCA_041108295.1,Morus bassanus,Morus capensis,Aves,2.5,0.00127985,0.000803057,0.000762298,0.001280943,0.0
6580,GCA_035222195.1,GCA_035040975.1,Myioborus miniatus,Myioborus melanocephalus,Aves,2.66452,0.007633656,0.004672588,0.004413728,0.00767277,132492.01724303
6581,GCA_035041385.1,GCA_035041235.1,Myiothlypis coronata,Myiothlypis chrysogaster,Aves,2.65817,0.008356874,0.00525376,0.004979868,0.008403781,22748.4640381793
6582,GCA_012487455.1,GCA_026109245.1,Nisaetus nipalensis,Nisaetus alboniger,Aves,3.605925,0.005929997,0.003838709,0.003649362,0.005953564,2579.0375361607
6583,GCA_964106895.1,GCA_030770645.1,Numenius arquata,Numenius phaeopus,Aves,21.69296,0.011147239,0.007449439,0.00711852,0.01123091,2361788.70861956
6584,GCF_013368605.1,GCA_013396595.1,Nyctibius grandis,Nyctibius bracteatus,Aves,32.1373,0.020418258,0.013285243,0.012627877,0.020701344,
6585,GCA_013399995.1,GCA_045787145.1,Oenanthe oenanthe,Oenanthe leucopyga,Aves,9.043045,0.015524289,0.009213256,0.008655568,0.015687211,4100.63975200743
6586,GCA_013399995.1,GCA_045783255.1,Oenanthe oenanthe,Oenanthe deserti,Aves,7.35077,0.012782059,0.007574094,0.007116749,0.012892233,1984115.1039571
6588,GCA_013397895.1,GCA_040366195.1,Origma solitaria,Origma robusta,Aves,6.46795,0.018147349,0.011694068,0.011099452,0.018370507,0.0
6589,GCA_010365825.1,GCA_039877175.1,Otus sunia,Otus scops,Aves,12.10615,0.008220323,0.005310467,0.005054658,0.008265705,0.0
6606,GCA_041108355.1,GCA_040967655.1,Otus mirus,Otus lettia,Aves,10.08976,0.005177346,0.003321078,0.003155663,0.005195299,0.0
6610,GCA_013397055.1,GCA_040366215.1,Pachycephala philippinensis,Pachycephala schlegelii,Aves,4.89043,0.011272708,0.007230094,0.00686165,0.011358283,0.0
6611,GCA_044007635.1,GCA_003713215.1,Paradisaea raggiana,Paradisaea rubra,Aves,3.1558,0.004726034,0.003167847,0.003033623,0.004740987,0.0
6612,GCF_036417665.1,GCF_014805655.1,Passer domesticus,Passer montanus,Aves,5.55848,0.014948067,0.008823111,0.008282983,0.01509904,23467367.0093912
6613,GCA_045791835.1,GCA_016647715.1,Pavo cristatus,Pavo muticus,Aves,2.6441,0.005399938,0.003409825,0.003240035,0.005419471,0.0
6614,GCF_034315485.1,GCF_028554395.1,Pezoporus occidentalis,Pezoporus wallicus,Aves,7.10237,0.013597447,0.008801672,0.008374696,0.013722218,0.0
6615,GCA_045783415.1,GCA_013398405.1,Pheucticus ludovicianus,Pheucticus melanocephalus,Aves,2.68911,0.006474266,0.004131206,0.003928873,0.006502372,208614.462174975
6625,GCA_027886175.1,GCA_045786995.1,Phylloscopus collybita,Phylloscopus ibericus,Aves,3.04995,0.004893844,0.002951361,0.002788228,0.004909881,24689.2530195444
6627,GCA_027886175.1,GCA_045788025.1,Phylloscopus collybita,Phylloscopus schwarzi,Aves,10.96369,0.018196709,0.011501652,0.010901841,0.018421093,0.0
6631,GCA_025448055.1,GCA_029814565.1,Pionites leucogaster,Pionites melanocephalus,Aves,2.56685,0.000105127,7.08e-05,6.77e-05,0.000105134,0.0
6642,GCA_965183815.1,GCA_037975005.1,Platalea leucorodia,Platalea minor,Aves,3.29866,0.002237342,0.001423941,0.001358725,0.002240685,14730.7680567165
6643,GCA_017639485.1,GCA_033628385.1,Pluvialis apricaria,Pluvialis squatarola,Aves,10.24949,0.011328915,0.00748097,0.007138095,0.01141535,702534.866790119
6644,GCA_017639485.1,GCA_049000135.1,Pluvialis apricaria,Pluvialis fulva,Aves,10.24949,0.002427802,0.001576823,0.001502543,0.00243174,182681.005609545
6649,GCA_000699545.1,GCA_045784015.1,Podiceps cristatus,Podiceps auritus,Aves,3.966505,0.002716076,0.001711707,0.001622357,0.002721006,5391078.1877473
6650,GCA_000699545.1,GCA_045788365.1,Podiceps cristatus,Podiceps grisegena,Aves,3.57492,0.002248887,0.001422087,0.001348865,0.002252265,6736163.61187294
6652,GCF_030490865.1,GCA_038429875.2,Poecile atricapillus,Poecile montanus,Aves,2.62069,0.010810107,0.006763543,0.006401753,0.01088877,0.0
6662,GCA_031762375.1,GCA_026283825.1,Poicephalus rueppellii,Poicephalus rufiventris,Aves,4.74384,0.00024462,0.000173087,0.000166647,0.000244659,0.0
6668,GCA_020800305.1,GCA_035610475.1,Porphyrio hochstetteri,Porphyrio melanotus,Aves,15.11153,0.003285703,0.00208294,0.001977612,0.003292921,
